,commitinfo,codeBlockId,unique,Revision,clonesets,codeBlock_start,codeBlock_end,nloc,codeBlock_fileinfo,codeCloneBlockId,change_type,codeBlock_start_diffs,codeBlock_end_diff,nloc_diff,status,disappearing_clone_diffs
67,b5a523f87afca3491f9137bc775277ef96cba982,188,R1CodeBlock188,1,24,73,77,59,IndentRuleFactory.java,CodeBlock190,ModificationType.ADD,,new,new,new,disappearing_clone
68,b5a523f87afca3491f9137bc775277ef96cba982,189,R1CodeBlock189,1,22,79,83,59,IndentRuleFactory.java,CodeBlock190,ModificationType.ADD,,new,new,new,disappearing_clone
69,b5a523f87afca3491f9137bc775277ef96cba982,190,R1CodeBlock190,1,22,85,89,59,IndentRuleFactory.java,CodeBlock189,ModificationType.ADD,,new,new,new,disappearing_clone
70,b5a523f87afca3491f9137bc775277ef96cba982,240,R1CodeBlock240,1,9,81,87,172,TaskManager.java,CodeBlock241,ModificationType.ADD,,new,new,new,disappearing_clone
71,b5a523f87afca3491f9137bc775277ef96cba982,241,R1CodeBlock241,1,14,89,95,172,TaskManager.java,CodeBlock240,ModificationType.ADD,,new,new,new,disappearing_clone
72,b5a523f87afca3491f9137bc775277ef96cba982,242,R1CodeBlock242,1,40,97,106,172,TaskManager.java,CodeBlock247,ModificationType.ADD,,new,new,new,disappearing_clone
73,b5a523f87afca3491f9137bc775277ef96cba982,243,R1CodeBlock243,1,65,108,115,172,TaskManager.java,CodeBlock247,ModificationType.ADD,,new,new,new,disappearing_clone
74,b5a523f87afca3491f9137bc775277ef96cba982,245,R1CodeBlock245,1,41,138,145,172,TaskManager.java,CodeBlock247,ModificationType.ADD,,new,new,new,disappearing_clone
75,b5a523f87afca3491f9137bc775277ef96cba982,246,R1CodeBlock246,1,42,147,154,172,TaskManager.java,CodeBlock247,ModificationType.ADD,,new,new,new,disappearing_clone
76,b5a523f87afca3491f9137bc775277ef96cba982,247,R1CodeBlock247,1,44,156,163,172,TaskManager.java,CodeBlock246,ModificationType.ADD,,new,new,new,disappearing_clone
77,b5a523f87afca3491f9137bc775277ef96cba982,254,R1CodeBlock254,1,4,37,90,21,KeymapManager.java,CodeBlock258,ModificationType.ADD,,new,new,new,disappearing_clone
78,b5a523f87afca3491f9137bc775277ef96cba982,255,R1CodeBlock255,1,4,39,90,21,KeymapManager.java,CodeBlock258,ModificationType.ADD,,new,new,new,disappearing_clone
79,b5a523f87afca3491f9137bc775277ef96cba982,256,R1CodeBlock256,1,4,41,90,21,KeymapManager.java,CodeBlock258,ModificationType.ADD,,new,new,new,disappearing_clone
80,b5a523f87afca3491f9137bc775277ef96cba982,257,R1CodeBlock257,1,4,49,90,21,KeymapManager.java,CodeBlock259,ModificationType.ADD,,new,new,new,disappearing_clone
81,b5a523f87afca3491f9137bc775277ef96cba982,258,R1CodeBlock258,1,4,56,90,21,KeymapManager.java,CodeBlock260,ModificationType.ADD,,new,new,new,disappearing_clone
82,b5a523f87afca3491f9137bc775277ef96cba982,259,R1CodeBlock259,1,4,62,90,21,KeymapManager.java,CodeBlock260,ModificationType.ADD,,new,new,new,disappearing_clone
65,b5a523f87afca3491f9137bc775277ef96cba982,186,R1CodeBlock186,1,52,57,65,59,IndentRuleFactory.java,CodeBlock185,ModificationType.ADD,,new,new,new,disappearing_clone
64,b5a523f87afca3491f9137bc775277ef96cba982,185,R1CodeBlock185,1,54,47,55,59,IndentRuleFactory.java,CodeBlock186,ModificationType.ADD,,new,new,new,disappearing_clone
63,b5a523f87afca3491f9137bc775277ef96cba982,184,R1CodeBlock184,1,53,38,45,59,IndentRuleFactory.java,CodeBlock186,ModificationType.ADD,,new,new,new,disappearing_clone
62,b5a523f87afca3491f9137bc775277ef96cba982,183,R1CodeBlock183,1,56,29,36,59,IndentRuleFactory.java,CodeBlock186,ModificationType.ADD,,new,new,new,disappearing_clone
44,b5a523f87afca3491f9137bc775277ef96cba982,119,R1CodeBlock119,1,5,91,101,144,ByteVector.java,CodeBlock120,ModificationType.ADD,,new,new,new,disappearing_clone
45,b5a523f87afca3491f9137bc775277ef96cba982,120,R1CodeBlock120,1,5,111,121,144,ByteVector.java,CodeBlock119,ModificationType.ADD,,new,new,new,disappearing_clone
46,b5a523f87afca3491f9137bc775277ef96cba982,142,R1CodeBlock142,1,62,37,41,26,JEditRichText.java,CodeBlock145,ModificationType.ADD,,new,new,new,disappearing_clone
47,b5a523f87afca3491f9137bc775277ef96cba982,145,R1CodeBlock145,1,63,40,44,30,RichTextTransferable.java,CodeBlock142,ModificationType.ADD,,new,new,new,disappearing_clone
48,b5a523f87afca3491f9137bc775277ef96cba982,147,R1CodeBlock147,1,55,53,57,44,TransferHandler.java,CodeBlock241,ModificationType.ADD,,new,new,new,disappearing_clone
49,b5a523f87afca3491f9137bc775277ef96cba982,155,R1CodeBlock155,1,50,240,252,154,ExtendedGridLayoutConstraints.java,CodeBlock156,ModificationType.ADD,,new,new,new,disappearing_clone
50,b5a523f87afca3491f9137bc775277ef96cba982,156,R1CodeBlock156,1,57,264,276,154,ExtendedGridLayoutConstraints.java,CodeBlock155,ModificationType.ADD,,new,new,new,disappearing_clone
51,b5a523f87afca3491f9137bc775277ef96cba982,166,R1CodeBlock166,1,25,22,41,14,HelpViewerInterface.java,CodeBlock167,ModificationType.ADD,,new,new,new,disappearing_clone
42,b5a523f87afca3491f9137bc775277ef96cba982,91,R1CodeBlock91,1,18,1242,1261,2099,ParserTokenManager.java,CodeBlock90,ModificationType.ADD,,new,new,new,disappearing_clone
52,b5a523f87afca3491f9137bc775277ef96cba982,167,R1CodeBlock167,1,25,24,41,14,HelpViewerInterface.java,CodeBlock169,ModificationType.ADD,,new,new,new,disappearing_clone
54,b5a523f87afca3491f9137bc775277ef96cba982,169,R1CodeBlock169,1,25,31,41,14,HelpViewerInterface.java,CodeBlock170,ModificationType.ADD,,new,new,new,disappearing_clone
55,b5a523f87afca3491f9137bc775277ef96cba982,170,R1CodeBlock170,1,25,35,41,14,HelpViewerInterface.java,CodeBlock169,ModificationType.ADD,,new,new,new,disappearing_clone
56,b5a523f87afca3491f9137bc775277ef96cba982,174,R1CodeBlock174,1,10,58,62,126,IndentAction.java,CodeBlock175,ModificationType.ADD,,new,new,new,disappearing_clone
57,b5a523f87afca3491f9137bc775277ef96cba982,175,R1CodeBlock175,1,12,76,80,126,IndentAction.java,CodeBlock174,ModificationType.ADD,,new,new,new,disappearing_clone
58,b5a523f87afca3491f9137bc775277ef96cba982,176,R1CodeBlock176,1,13,102,106,126,IndentAction.java,CodeBlock178,ModificationType.ADD,,new,new,new,disappearing_clone
59,b5a523f87afca3491f9137bc775277ef96cba982,178,R1CodeBlock178,1,11,124,128,126,IndentAction.java,CodeBlock176,ModificationType.ADD,,new,new,new,disappearing_clone
60,b5a523f87afca3491f9137bc775277ef96cba982,179,R1CodeBlock179,1,59,148,152,126,IndentAction.java,CodeBlock180,ModificationType.ADD,,new,new,new,disappearing_clone
61,b5a523f87afca3491f9137bc775277ef96cba982,180,R1CodeBlock180,1,15,173,177,126,IndentAction.java,CodeBlock179,ModificationType.ADD,,new,new,new,disappearing_clone
53,b5a523f87afca3491f9137bc775277ef96cba982,168,R1CodeBlock168,1,25,26,41,14,HelpViewerInterface.java,CodeBlock169,ModificationType.ADD,,new,new,new,disappearing_clone
169,b5a523f87afca3491f9137bc775277ef96cba982,365,R1CodeBlock365,1,16,1550,1558,1444,Native2ASCIIEncodingTest.java,CodeBlock364,ModificationType.ADD,,new,new,new,disappearing_clone
